cosine_lexical_tok2	cosine_lexical_tok3	cosine_lexical_lem3	cosine_syntax_penn_tok3	cosine_syntax_penn_tok2	cosine_syntax_penn_lex2	cosine_syntax_penn_lex3	cosine_lexical_lem2	condition_info
0.251433905249	0.0504550302819	0.0618543553258	0.0	0.0	0.0	0.0	0.320340725583	41_1-1-3.txt
0.516721237901	0.112508136213	0.115131927039	0.0	0.0	0.0	0.0	0.537090067685	16_2-1-2.txt
0.119357202003	0.0484793227699	0.0476686529019	0.0	0.0	0.0	0.0	0.158545732608	9_1-0-3.txt
0.453771141555	0.153860766199	0.160527229309	0.0	0.0	0.0	0.0	0.48736971243	23_2-1-3.txt
0.129427334764	0.023217922684	0.0231753600035	0.0	0.0	0.0	0.0	0.158140731269	5_2-0-2.txt
0.319814221882	0.0603173388035	0.0692211891063	0.0	0.0	0.0	0.0	0.379815964235	17_2-0-2.txt
0.232427655337	0.0312816034678	0.0436424696811	0.0	0.0	0.0	0.0	0.286533445138	40_1-0-3.txt
0.285114922001	0.0563459461449	0.0700264592298	0.0	0.0	0.0	0.0	0.357211899119	8_1-1-3.txt
0.334030496912	0.0876889603378	0.0962231469912	0.0	0.0	0.0	0.0	0.39869785412	4_2-1-3.txt
0.298118780256	0.0471658093551	0.0593506941187	0.0	0.0	0.0	0.0	0.35313471619	36_1-1-2.txt
0.30255826049	0.0462726464692	0.0537749055443	0.0	0.0	0.0	0.0	0.327581719842	3_2-0-2.txt
0.296443055083	0.123013159991	0.126302669966	0.0	0.0	0.0	0.0	0.301741499854	31_1-0-2.txt
0.460010526663	0.140105891512	0.149551232513	0.0	0.0	0.0	0.0	0.501559347815	25_2-1-3.txt
0.289202159452	0.0637001838944	0.0873720020872	0.0	0.0	0.0	0.0	0.364860580376	25_1-0-3.txt
0.394773101149	0.0878034334278	0.113043790386	0.0	0.0	0.0	0.0	0.422732794189	29_2-0-3.txt
0.242333865895	0.0556671608146	0.0617804792427	0.0	0.0	0.0	0.0	0.3114906847	24_2-0-2.txt
0.380324409244	0.107183344788	0.108326956451	0.0	0.0	0.0	0.0	0.420770213227	28_2-1-2.txt
0.386435828278	0.0941968761578	0.103126200652	0.0	0.0	0.0	0.0	0.414315563833	2_2-1-2.txt
