time	syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	cosine_semanticL	partner_direction	condition_info
67	0.0	0.0	0.0	0.0	0.647781731098	kid>cgv	time197-cond1.txt
68	0.0	0.0	0.0	0.0	0.454511803673	cgv>kid	time197-cond1.txt
69	0.0	0.0790569415042	0.0	0.0	0.554792560492	kid>cgv	time197-cond1.txt
70	0.158113883008	0.316227766017	0.0	0.0	0.464215505787	cgv>kid	time197-cond1.txt
71	0.182574185835	0.182574185835	0.150755672289	0.150755672289	0.315563302946	kid>cgv	time197-cond1.txt
72	0.174077655956	0.32025630761	0.0	0.0	0.650734986771	cgv>kid	time197-cond1.txt
73	0.0	0.258198889747	0.0	0.0	0.280432271207	kid>cgv	time197-cond1.txt
74	0.0	0.0	0.0	0.0	0.499050287708	cgv>kid	time197-cond1.txt
0	0.0	0.0	0.182574185835	0.182574185835	0.801597621084	cgv>kid	time202-cond1.txt
1	0.0	0.0	0.408248290464	0.408248290464	0.600406146994	kid>cgv	time202-cond1.txt
2	0.140028008403	0.168430384213	0.0	0.0762492851663	0.659620894965	cgv>kid	time202-cond1.txt
3	0.088561488554	0.13416407865	0.0	0.0	0.698875840973	kid>cgv	time202-cond1.txt
4	0.326598632371	0.190692517849	0.0	0.0	0.495017724401	cgv>kid	time202-cond1.txt
5	0.181818181818	0.201007563052	0.34698895918	0.34698895918	0.744069520275	kid>cgv	time202-cond1.txt
6	0.0	0.0	0.0	0.0		cgv>kid	time202-cond1.txt
7	0.0	0.0	0.0	0.0		kid>cgv	time202-cond1.txt
8	0.160128153805	0.160128153805	0.0	0.0	0.402717694788	cgv>kid	time202-cond1.txt
9	0.141421356237	0.141421356237	0.161690416691	0.161690416691		kid>cgv	time202-cond1.txt
10	0.435194139889	0.456435464588	0.0	0.0		cgv>kid	time202-cond1.txt
11	0.338061701891	0.273009453116	0.205152484966	0.246182981959	0.822585049942	kid>cgv	time202-cond1.txt
12	0.0629940788349	0.0613139339485	0.0	0.0	0.5874686575	cgv>kid	time202-cond1.txt
13	0.0	0.0	0.0	0.0	0.430878552011	kid>cgv	time202-cond1.txt
14	0.1	0.0	0.0953462589246	0.190692517849	0.518843014975	cgv>kid	time202-cond1.txt
15	0.0	0.0	0.0	0.0	0.54306260086	kid>cgv	time202-cond1.txt
16	0.0	0.0	0.0	0.0	0.111354732771	cgv>kid	time202-cond1.txt
17	0.0	0.0	0.0	0.0	0.185893084074	kid>cgv	time202-cond1.txt
18	0.0	0.0	0.0	0.0	0.51094550514	cgv>kid	time202-cond1.txt
19	0.162697843364	0.186052101884	0.0	0.0	0.483946993867	kid>cgv	time202-cond1.txt
20	0.594088525786	0.452910813658	0.0	0.0	0.373300221633	cgv>kid	time202-cond1.txt
21	0.0	0.0	0.0	0.0	0.401237362431	kid>cgv	time202-cond1.txt
22	0.0	0.0	0.0	0.0	0.392605102343	cgv>kid	time202-cond1.txt
23	0.0	0.0	0.0	0.0	0.192689344023	kid>cgv	time202-cond1.txt
24	0.0	0.0	0.0	0.0	0.171423463011	cgv>kid	time202-cond1.txt
25	0.226633367883	0.162650012158	0.0	0.0	0.687553136	kid>cgv	time202-cond1.txt
26	0.232175344382	0.333333333333	0.0707106781187	0.0707106781187	0.540982869332	cgv>kid	time202-cond1.txt
27	0.239045721867	0.239045721867	0.383482494424	0.383482494424	0.758531642449	kid>cgv	time202-cond1.txt
28	0.337099931232	0.463586324973	0.0700140042014	0.140028008403	0.833799313614	cgv>kid	time202-cond1.txt
29	0.0	0.20203050891	0.0	0.0	0.652259455499	kid>cgv	time202-cond1.txt
30	0.272165526976	0.123091490979	0.119522860933	0.119522860933	0.732732817312	cgv>kid	time202-cond1.txt
31	0.182574185835	0.462910049886	0.0	0.0	0.722926026666	kid>cgv	time202-cond1.txt
32	0.204124145232	0.408248290464	0.0	0.0	0.584220315122	cgv>kid	time202-cond1.txt
